neighbourhood,zone,name,address,sections1,sections2
"VILA ALPINA","257a. ZE - SÃO PAULO - VILA PRUDENTE","EE. PROF. OSWALDO GUERNER GONZALES","RUA CARUSO, 314","340ª; 386ª; 415ª; 431ª; 455ª; 487ª; ","455ª; "
"VILA AMALIA (ZONA NORTE)","422a. ZE - SÃO PAULO - LAUZANE PAULISTA","E.E. GUILHERME DE ALMEIDA","AVENIDA PARADA PINTO, 2355","Da 96ª à 115ª.",""
"VILA AMERICANA","247a. ZE - SÃO PAULO - SÃO MIGUEL PAULISTA","EE. DOM PEDRO I","RUA AMÉRICO GOMES DA COSTA, 59","Da 32ª à 39ª; 418ª; 440ª; 447ª; 561ª; 734ª; 753ª; 763ª; ","753ª; "
"VILA AMERICANA","247a. ZE - SÃO PAULO - SÃO MIGUEL PAULISTA","EMEF. ARQUITETO LUÍS SAIA","RUA AMÉRICO GOMES DA COSTA, 93","Da 27ª à 31ª; 398ª; 582ª; 608ª; 729ª; 742ª; 766ª; ","30ª; 766ª; "
"VILA ANASTACIO","250a. ZE - SÃO PAULO - LAPA","EE. ALEXANDRE VON HUMBOLDT","AV. RAIMUNDO PEREIRA DE MAGALHÃES, 1201","123ª; 356ª; 450ª; ","123ª; "
"VILA ANASTACIO","250a. ZE - SÃO PAULO - LAPA","EE. REINALDO RIBEIRO DA SILVA","AV. EMBAIXADOR MACEDO SOARES, 10935","Da 114ª à 122ª; 293ª; ","114ª; "
"VILA ANDRADE","408a. ZE - SÃO PAULO - JARDIM SÃO LUÍS","COLÉGIO PENTÁGONO","RUA NELSON GAMA DE OLIVEIRA, 1244","Da 209ª à 221ª; 232ª; 235ª; 241ª; 252ª; 260ª; 272ª; ","220ª; 232ª; "
"VILA ANDRADE","408a. ZE - SÃO PAULO - JARDIM SÃO LUÍS","EMEF. FRANCISCO REBÔLO","RUA DOS CATARINENSES, 200","314ª; 324ª; 335ª; 346ª; 350ª; 354ª; 358ª; 366ª; 370ª; 377ª; 382ª; 391ª; ",""
"VILA ANDRADE","408a. ZE - SÃO PAULO - JARDIM SÃO LUÍS","EMEI PADRE MAURO BAPTISTA","RUA DOS CATARINENSES, 20","394ª; 396ª; 400ª; 402ª; ","396ª; "
"VILA ANGLO BRASILEIRA","2a. ZE - SÃO PAULO - PERDIZES","ESCOLA ESTADUAL PROFESSOR MAURO DE OLIVEIRA","RUA PEDRO SOARES DE ALMEIDA, 134","Da 243ª à 259ª; 358ª; ","358ª; "
"VILA ANTONIETA","253a. ZE - SÃO PAULO - TATUAPÉ","EE. CARAMURU","RUA REGO BARROS, 501","481ª; 499ª; 518ª; 536ª; 561ª; 579ª; 607ª; 616ª; 625ª; 634ª; 645ª; 651ª; 655ª; ","536ª; "
"VILA ANTONIETA","253a. ZE - SÃO PAULO - TATUAPÉ","EE. DEP. NORBERTO MAYER FILHO","RUA MANUEL LUIS DE VERGUEIRO, 365","Da 388ª à 391ª; Da 394ª à 397ª; 404ª; 406ª; Da 408ª à 409ª; 542ª; ","542ª; "
"VILA ANTONIETA","253a. ZE - SÃO PAULO - TATUAPÉ","EE. DUQUE DE CAXIAS","RUA CORONEL JOÃO DE OLIVEIRA MELO, 967","Da 254ª à 263ª.",""
"VILA ANTONIETA","253a. ZE - SÃO PAULO - TATUAPÉ","EE. NAGIB IZAR","RUA MONTE CARDOSO, 671","424ª; 439ª; 451ª; 466ª; 485ª; 510ª; 528ª; 570ª; 590ª; 605ª; 624ª; ","451ª; 590ª; "
"VILA ANTONIETA","253a. ZE - SÃO PAULO - TATUAPÉ","EE. PROF. MOACYR CAMPOS","AV. RIO DAS PEDRAS, 2022","Da 173ª à 200ª; 414ª; ","173ª; "
"VILA ANTONIO","374a. ZE - SÃO PAULO - RIO PEQUENO","EMEI. RIO PEQUENO I","AVENIDA BENEDITO DE LIMA, 407","694ª; 701ª; 710ª; 730ª; ","694ª; "
"VILA ARAPUA","260a. ZE - SÃO PAULO - IPIRANGA","EE. PROFº EURIDICE ZERBINI","RUA EPIACABA, 547","Da 325ª à 328ª; 338ª; 357ª; 363ª; 366ª; 385ª; 404ª; 420ª; 432ª; ",""
"VILA ARCADIA","327a. ZE - SÃO PAULO - NOSSA SENHORA DO Ó","EMEF. PRESIDENTE NILO PEÇANHA","RUA ENÉIAS LUÍS CARLOS BARBANTI, 660","Da 198ª à 203ª; 494ª; 502ª; ","502ª; "
"VILA ARICANDUVA","347a. ZE - SÃO PAULO - VILA MATILDE","COLÉGIO VICENTE PALOTTI","RUA FREI MONTE ALVERNE, 445","Da 14ª à 19ª; 446ª; ","14ª; "
"VILA ARICANDUVA","347a. ZE - SÃO PAULO - VILA MATILDE","EE DONA ZALINA ROLIM","RUA DR. LUIS CARLOS, 740","Da 1ª à 7ª; 293ª; 354ª; 417ª; 429ª; ","417ª; "
"VILA ARICANDUVA","347a. ZE - SÃO PAULO - VILA MATILDE","EE PROFESSORA MARISA DE MELLO","RUA DOUTOR LUIS CARLOS, 1400","Da 8ª à 13ª; 243ª; 300ª; 337ª; 363ª; 399ª; 426ª; ","399ª; "
"VILA ARICANDUVA","417a. ZE - SÃO PAULO - PARQUE DO CARMO","EMEF. PROF. JOSÉ QUERINO RIBEIRO","RUA CEL. ALBERT DE ROCHAS D'AIGLUM, 50","261ª; 266ª; 270ª; 272ª; 277ª; 280ª; 286ª; 295ª; 300ª; 310ª; ","261ª; "
"VILA ARRIETE","418a. ZE - SÃO PAULO - PEDREIRA","EE. PROF. JOAQUIM ADOLFO DE ARAUJO","RUA FRANCISCO MADERO, 16","Da 130ª à 141ª; 414ª; ","130ª; 131ª; 132ª; 133ª; 134ª; 136ª; 414ª; "
"VILA AURORA (ZONA NORTE)","249a. ZE - SÃO PAULO - SANTANA","EE. PROF. CARLOS DE LAET","RUA ALBERTINA VIEIRA DA SILVA GORDO, 147","Da 163ª à 173ª; 363ª; 432ª; ","432ª; "
"VILA AURORA (ZONA NORTE)","403a. ZE - SÃO PAULO - JARAGUÁ","EMEF. ANTONIO ALVES VERÍSSIMO","RUA MARTINO ARÓSIO, 81","218ª; 261ª; 265ª; 268ª; 273ª; Da 280ª à 281ª; ","261ª; "
"VILA BANCARIA","350a. ZE - SÃO PAULO - SAPOPEMBA","EMEF. DEPUTADO FLORES DA CUNHA","RUA GENERAL PORFÍRIO DA PAZ, 1663","Da 14ª à 29ª.","16ª; "
"VILA BANCARIA MUNHOZ","376a. ZE - SÃO PAULO - BRASILÂNDIA","EMEF. PEDRO AMÉRICO","RUA VICENTE JORGE, 100","Da 436ª à 437ª; 467ª; 501ª; 549ª; 573ª; 581ª; 626ª; ","549ª; "
"VILA BANDEIRANTES","255a. ZE - SÃO PAULO - CASA VERDE","EMEF. DONA ANGELINA MAFFEI VITA","RUA ZILDA, 193","Da 158ª à 169ª; 521ª; ","521ª; "
"VILA BARBOSA","255a. ZE - SÃO PAULO - CASA VERDE","EMEF. PROF. AROLDO DE AZEVEDO","RUA FRANCISCO AUGUSTO LOPES, 223","Da 360ª à 364ª; 390ª; 424ª; 431ª; 449ª; 467ª; 506ª; ","506ª; "
"VILA BARUEL","255a. ZE - SÃO PAULO - CASA VERDE","COLÉGIO CENTENÁRIO","RUA JOÃO RUDGE, 577","388ª; 402ª; 407ª; 429ª; 441ª; 461ª; ",""
"VILA BARUEL","255a. ZE - SÃO PAULO - CASA VERDE","EE. PROF. JOSÉ CARLOS DIAS","RUA VICHY, 488","Da 24ª à 32ª.","26ª; "
"VILA BARUEL","255a. ZE - SÃO PAULO - CASA VERDE","ETEC ALBERT EINSTEIN","RUA NOVA GRANADA, 35","Da 103ª à 106ª; Da 329ª à 338ª; 522ª; ","522ª; "
"VILA BAUAB","392a. ZE - SÃO PAULO - PONTE RASA","COLÉGIO ALEXANDRIA","RUA PADRE THIAGO ALBERIONE, 33","Da 286ª à 287ª; 293ª; 301ª; 342ª; 353ª; 356ª; 366ª; Da 369ª à 370ª; 374ª; 377ª; 389ª; ","286ª; 366ª; "
"VILA BELA","257a. ZE - SÃO PAULO - VILA PRUDENTE","EE. PROF. MÁRIO CASASSANTA","RUA PARAMU, 693","Da 228ª à 242ª.","242ª; "
"VILA BELA","257a. ZE - SÃO PAULO - VILA PRUDENTE","EMEF. PROF. QUEIROZ FILHO","RUA FERNANDES SARDINHA, 22","Da 217ª à 227ª; 381ª; 448ª; 496ª; ","448ª; "
"VILA BELA VISTA (ZONA NORTE)","255a. ZE - SÃO PAULO - CASA VERDE","EE. PROF. ALFREDO GOMES","RUA MARIA DE SÃO JOSÉ CUNHA, 108","Da 267ª à 280ª.","279ª; "
"VILA BOM JARDIM","372a. ZE - SÃO PAULO - PIRAPORINHA","E. E. EUDORO VILLELA","ESTRADA GUAVIRUTUBA,600","511ª; 533ª; 537ª; 546ª; 557ª; 564ª; 571ª; 589ª; 625ª; ","589ª; "
"VILA BOM JARDIM","372a. ZE - SÃO PAULO - PIRAPORINHA","EMEF DEZOITO DO FORTE","RUA HAFIZ ABI CHEDID, 110","320ª; 332ª; 364ª; 405ª; 456ª; 507ª; 560ª; 637ª; ","560ª; "
"VILA BRASILANDIA","389a. ZE - SÃO PAULO - PERUS","EE ILHA DA JUVENTUDE","RUA ILHA DA JUVENTUDE,100","463ª; 476ª; 485ª; 492ª; 504ª; ","485ª; "
"VILA BRASILANDIA","389a. ZE - SÃO PAULO - PERUS","EE. JACOB SALVADOR ZVEIBIL","AVENIDA ELISIO TEIXEIRA LEITE, 6700","Da 72ª à 86ª; 340ª; ","340ª; "
"VILA BRASILANDIA","389a. ZE - SÃO PAULO - PERUS","EE. PROF. SALVADOR LIGABUE","AVENIDA MORENINHA LINDA, 65","Da 95ª à 101ª; 338ª; 364ª; ","338ª; "
"VILA BRASILANDIA","389a. ZE - SÃO PAULO - PERUS","EMEF. ERNANI SILVA BRUNO","RUA INTERATIVA, 100","Da 102ª à 104ª; 260ª; 283ª; 309ª; 329ª; 352ª; ","329ª; "
"VILA BRASILINA","413a. ZE - SÃO PAULO - CURSINO","EE. PROF. CARLOS PASQUALE","RUA MARQUÊS DE LAGES, 219","Da 226ª à 232ª; 271ª; 279ª; 291ª; 306ª; 317ª; ",""
"VILA BRASILINA","413a. ZE - SÃO PAULO - CURSINO","EM. MARECHAL EURICO GASPAR DUTRA","RUA JEAN DE LA HUERTA, 36","Da 126ª à 137ª; 287ª; 347ª; 367ª; ","347ª; "
"VILA BUENOS AIRES","390a. ZE - SÃO PAULO - CANGAÍBA","EE. PROFESSOR VALACE MARQUES","RUA GENTIL BRAGA, 701","Da 194ª à 206ª.",""
"VILA BUENOS AIRES","353a. ZE - SÃO PAULO - GUAIANASES","EE. ROCCA DORDALL","RUA  DR. RODRIGUES DE ALMEIDA 143","604ª; 626ª; 640ª; 677ª; 712ª; 740ª; 772ª; 789ª; 812ª; 821ª; 831ª; 841ª; 849ª; 858ª; 864ª; 873ª; 892ª; 908ª; 916ª; ","626ª; "
"VILA BUENOS AIRES","390a. ZE - SÃO PAULO - CANGAÍBA","EMEI MÁRIO GRACIOTTI","RUA ENTRE RIOS, 160","Da 207ª à 209ª; 263ª; ","263ª; "
"VILA BUTANTA","374a. ZE - SÃO PAULO - RIO PEQUENO","COLÉGIO VITAL BRAZIL","AVENIDA NOSSA SENHORA DA ASSUNÇÃO, 438","716ª; 721ª; 740ª; ","716ª; "
"VILA CACHOEIRA","256a. ZE - SÃO PAULO - TUCURUVI","E.M.E.F. MARTIN FRANCISCO RIBEIRO DE ANDRADA","RUA PAULO CÉSAR, 126","Da 191ª à 199ª; 228ª; 233ª; 237ª; 242ª; 342ª; ","342ª; "
"VILA CAIUBA","389a. ZE - SÃO PAULO - PERUS","ETEC. GILDO MARÇAL BEZERRA BRANDÃO","RUA PRESIDENTE VARGAS,  S/N.","411ª; 418ª; 443ª; 470ª; 508ª; ","411ª; "
"VILA CALIFÓRNIA","280a. ZE - SÃO PAULO - CAPELA DO SOCORRO","EE. CALHIM MANOEL ABUD","RUA OSCAR FERNANDES, S/N","Da 449ª à 455ª; 717ª; 725ª; 741ª; 755ª; 770ª; 850ª; 877ª; ","755ª; "
"VILA CALIFÓRNIA","257a. ZE - SÃO PAULO - VILA PRUDENTE","EE. PROFª BRISABELLA DE ALMEIDA NOBRE","RUA SANTA GENOVEVA, 47","Da 286ª à 299ª; 488ª; 498ª; ","488ª; "
"VILA CALIFÓRNIA","257a. ZE - SÃO PAULO - VILA PRUDENTE","EMEF. GENERAL OSÓRIO","RUA ARARIPÉ, 317","Da 300ª à 309ª; 363ª; ","363ª; "
"VILA CAMPANELA","248a. ZE - SÃO PAULO - ITAQUERA","EE. PROFA. MARIA CECÍLIA DA SILVA GROHMANN","RUA JOSÉ ALVES DOS SANTOS, 49 A","599ª; 620ª; 623ª; 626ª; 631ª; 663ª; 689ª; 707ª; 725ª; 831ª; ","831ª; "
"VILA CAMPANELA","392a. ZE - SÃO PAULO - PONTE RASA","EM. PREFEITO JOSÉ CARLOS FIGUEIREDO FERRAZ","RUA ALEXANDER BAIN, 90","Da 47ª à 55ª; 333ª; ","51ª; "
"VILA CAMPANELA","392a. ZE - SÃO PAULO - PONTE RASA","EMEI EVARISTO DA VEIGA","RUA PIERRE JANSEN, 40","Da 187ª à 193ª; 312ª; ","312ª; "
"VILA CAMPO GRANDE","418a. ZE - SÃO PAULO - PEDREIRA","EE. PROF. EUSÉBIO DE PAULA MARCONDES","RUA DOMINGAS GALLETERI BLOTTA, 31","Da 250ª à 263ª; 371ª; 377ª; 384ª; 389ª; 457ª; ","371ª; "
"VILA CARAGUATÁ","413a. ZE - SÃO PAULO - CURSINO","EM. CASSIANO RICARDO","RUA JOÃO JOSÉ DA SILVA, 422","Da 177ª à 182ª; 289ª; 296ª; 315ª; 328ª; 349ª; ","349ª; "
"VILA CARBONE","255a. ZE - SÃO PAULO - CASA VERDE","EE. ANTOINE DE SAINT EXUPERY","RUA ANTÔNIO RIBEIRO DE MORAIS, 184","382ª; 396ª; 405ª; 410ª; 420ª; 422ª; 430ª; 442ª; 455ª; 465ª; 469ª; 473ª; 511ª; 526ª; ","396ª; "
"VILA CARBONE","255a. ZE - SÃO PAULO - CASA VERDE","EE. PROF. LUIZ GONZAGA RIGHINI","AVENIDA DEPUTADO EMÍLIO CARLOS, 900","Da 291ª à 305ª.",""
"VILA CARDOSO FRANCO","421a. ZE - SÃO PAULO - TEOTÔNIO VILELA","EE. JULIETA FARÃO","RUA BATISTA FERGÚSIO, 1754","347ª; Da 355ª à 356ª; 366ª; 378ª; ","355ª; "
"VILA CARIOCA","260a. ZE - SÃO PAULO - IPIRANGA","CENTRO DE EDUCAÇÃO INFANTIL VILA CARIOCA","RUA ÁLVARO FRAGOSO, 520","373ª; 381ª; 388ª; 391ª; ",""
"VILA CARLOS DE CAMPOS","252a. ZE - SÃO PAULO - PENHA DE FRANÇA","ETE. PROFº APRÍGIO GONZAGA","AV. DR. ORÊNCIO VIDIGAL, 212","Da 1ª à 10ª; 233ª; 296ª; ","296ª; "
"VILA CARMOSINA","417a. ZE - SÃO PAULO - PARQUE DO CARMO","EE. PROF. QUINTILIANO JOSÉ SITRANGULO","RUA ARRAIAL DA ANTA, 325","Da 44ª à 60ª; 289ª; 299ª; ","60ª; "
"VILA CARMOSINA","248a. ZE - SÃO PAULO - ITAQUERA","EE. PROF. THALES CASTANHO DE ANDRADE","RUA FONTOURA XAVIER, 851","Da 494ª à 495ª; 557ª; 571ª; 577ª; 678ª; 716ª; 811ª; 839ª; ","494ª; 678ª; "
"VILA CARMOSINA","248a. ZE - SÃO PAULO - ITAQUERA","EE. PROFA. APPARECIDA RAHAL","RUA FONTOURA XAVIER, 542","Da 162ª à 175ª; 496ª; 824ª; ","824ª; "
"VILA CARMOSINA","248a. ZE - SÃO PAULO - ITAQUERA","EE. PROFA. EMÍLIA DE PAIVA MEIRA","RUA PORTO XAVIER, 172","Da 1ª à 18ª.",""
"VILA CARMOSINA","248a. ZE - SÃO PAULO - ITAQUERA","EE. PROFA. MARIA DA CONCEIÇÃO OLIVEIRA COSTA","RUA LAGOA TAI GRANDE, 475","Da 500ª à 501ª; 540ª; 593ª; 608ª; 619ª; 646ª; 662ª; 691ª; 714ª; 741ª; 772ª; 833ª; ","833ª; "
"VILA CARMOSINA","248a. ZE - SÃO PAULO - ITAQUERA","EE. PROFA. MARIA FERRAZ DE CAMPOS","RUA SÃO TEODORO, 453","650ª; 664ª; 682ª; 699ª; 715ª; 727ª; 759ª; 768ª; 784ª; 794ª; 802ª; 810ª; 823ª; 828ª; 852ª; 861ª; 873ª; ","810ª; "
"VILA CARMOSINA","417a. ZE - SÃO PAULO - PARQUE DO CARMO","EMEI PROFESSORA CECÍLIA SANT'ANNA SOUZA","RUA FONTOURA XAVIER, 226","262ª; 268ª; 273ª; 279ª; 285ª; 292ª; 297ª; 307ª; ","262ª; 268ª; "
"VILA CARMOSINA","248a. ZE - SÃO PAULO - ITAQUERA","SENAC. SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL","AV. ITAQUERA, 8266","723ª; 754ª; 769ª; 777ª; 787ª; 798ª; ","798ª; "
"VILA CAROLINA","247a. ZE - SÃO PAULO - SÃO MIGUEL PAULISTA","EE. PROF. ASTROGILDO ARRUDA","RUA DOMINGOS DO SACRAMENTO, 275","Da 381ª à 387ª; 403ª; 456ª; 531ª; 553ª; 715ª; 758ª; 765ª; 767ª; ","767ª; "
"VILA CARRAO","253a. ZE - SÃO PAULO - TATUAPÉ","EE. DONA AMÉLIA DE ARAUJO","RUA VACANGA, 415","Da 353ª à 367ª; 431ª; 470ª; ","470ª; "
"VILA CARRAO","253a. ZE - SÃO PAULO - TATUAPÉ","E.E. JAIME CORTESÃO","RUA JORGE WASHINGTON, 53","646ª; 659ª; ",""
"VILA CARRAO","253a. ZE - SÃO PAULO - TATUAPÉ","EE. PROFª IRENE RIBEIRO","RUA CEL. AMARO SOBRINHO, 303","Da 338ª à 352ª; 436ª; 593ª; ","593ª; "
"VILA CARRAO","253a. ZE - SÃO PAULO - TATUAPÉ","EE. PROFª JÚLIA AMÁLIA DE AZEVEDO ANTUNES","RUA LUÍS PINTO, 92","Da 308ª à 322ª; 434ª; 472ª; 594ª; ","594ª; "
"VILA CARRAO","253a. ZE - SÃO PAULO - TATUAPÉ","EE. PROF. SALVADOR ROCCO","RUA RENATO RINALDI, 31","Da 293ª à 301ª; 475ª; 573ª; ",""
"VILA CARRAO","348a. ZE - SÃO PAULO - VILA FORMOSA","EE. PROFESSORA IRENE DE LIMA PAIVA","RUA LUTÉCIA, 1966","Da 80ª à 87ª; Da 144ª à 146ª; Da 166ª à 169ª; 228ª; ","83ª; "
"VILA CARRAO","348a. ZE - SÃO PAULO - VILA FORMOSA","EMEF. PROF. GILMAR TACCOLA","RUA LUTÉCIA, 1730","198ª; 202ª; 205ª; Da 217ª à 218ª; 225ª; Da 254ª à 255ª; 259ª; Da 288ª à 289ª; ","218ª; 255ª; "
"VILA CARRAO","253a. ZE - SÃO PAULO - TATUAPÉ","ESCOLA ISLÂMICA BRASILEIRA","RUA PEDRO MALAQUIAS, 34","Da 271ª à 280ª; Da 380ª à 386ª; 413ª; 421ª; ","271ª; "
"VILA CARRAO","253a. ZE - SÃO PAULO - TATUAPÉ","ESCOLA SANTA MARINA","AVENIDA GUILHERME GIORGI, 430","Da 281ª à 292ª; 551ª; 589ª; 613ª; 627ª; 636ª; 647ª; ","551ª; "
"VILA CATUPIA","325a. ZE - SÃO PAULO - PIRITUBA","EMEF. MÁRIO KOSEL FILHO","RUA URUTINGA, 144","Da 81ª à 93ª; 324ª; 336ª; 345ª; ","336ª; "
"VILA CELESTE","422a. ZE - SÃO PAULO - LAUZANE PAULISTA","COLÉGIO VIP","AVENIDA IMIRIM, 3830","Da 250ª à 253ª; 321ª; ","252ª; 253ª; "
"VILA CENTENARIO","252a. ZE - SÃO PAULO - PENHA DE FRANÇA","EMEI. NENÉ DO AMANHA","AV. ALVINÓPOLIS, 1360","239ª; 246ª; 260ª; 303ª; 327ª; ","303ª; "
"VILA CHABILANDIA","353a. ZE - SÃO PAULO - GUAIANASES","EE. PROFª  ELIZA RACHEL MACEDO DE SOUZA","RUA DARCY MANNO,  97","Da 124ª à 141ª; 884ª; 947ª; 967ª; ","884ª; "
"VILA CÍSPER","326a. ZE - SÃO PAULO - ERMELINO MATARAZZO","E.E. JORNALISTA FRANCISCO MESQUITA","AV. VENCESLAU GUIMARÃES, 581","Da 479ª à 480ª; 492ª; 501ª; 512ª; 524ª; 533ª; 549ª; 553ª; 560ª; 564ª; 570ª; 588ª; 624ª; 638ª; 755ª; ","624ª; "
"VILA CÍSPER","390a. ZE - SÃO PAULO - CANGAÍBA","EE. PROFESSOR DOUTOR GERALDO CAMPOS MOREIRA","RUA MUTUIPE, 10","Da 75ª à 88ª; 248ª; 270ª; 280ª; 306ª; ","87ª; 306ª; "
"VILA CÍSPER","326a. ZE - SÃO PAULO - ERMELINO MATARAZZO","E.M.E.F. PROF. JOÃO FRANZOLIN NETO","RUA PEDRA LAVRADA, 575","614ª; 655ª; 672ª; 685ª; 708ª; 742ª; 791ª; 803ª; ","742ª; "
"VILA CÍSPER","326a. ZE - SÃO PAULO - ERMELINO MATARAZZO","E.M.E.I. RODRIGO SOARES JÚNIOR","RUA CAIÇARA DO RIO DO VENTO, 237","718ª; 758ª; 771ª; 781ª; 784ª; 792ª; 799ª; ","781ª; "
"VILA CLARA","247a. ZE - SÃO PAULO - SÃO MIGUEL PAULISTA","EMEF. MADRE MARIA IMILDA DO SANTÍSSIMO SACRAMENTO","RUA GENDIROBA, 210","Da 177ª à 189ª; 397ª; ","189ª; "
"VILA CLARICE","325a. ZE - SÃO PAULO - PIRITUBA","EE. DR. AGENOR COUTO DE MAGALHÃES","AV. GUILHERME MANKEL, 99","Da 37ª à 46ª; 333ª; 352ª; 653ª; ","653ª; "
"VILA CLEMENTINO","259a. ZE - SÃO PAULO - SAÚDE","CENTRO EDUCACIONAL PIONEIRO FUNDAÇÃO MICHIE AKAMA","AV. DOUTOR ALTINO ARANTES, 1098","Da 36ª à 42ª; 438ª; 485ª; 516ª; 575ª; ","36ª; 37ª; 38ª; 39ª; 40ª; 41ª; 42ª; 438ª; 485ª; 516ª; 575ª; "
"VILA CLEMENTINO","259a. ZE - SÃO PAULO - SAÚDE","COLÉGIO NOSSSA SENHORA DO ROSÁRIO","AV. DR. ALTINO ARANTES,82","Da 43ª à 52ª; 456ª; 470ª; 482ª; 494ª; 513ª; 523ª; 574ª; 600ª; 628ª; ","43ª; 44ª; 45ª; 46ª; 47ª; 48ª; 49ª; 50ª; 51ª; 52ª; 456ª; 470ª; 482ª; 494ª; 513ª; 574ª; "
"VILA CLEMENTINO","259a. ZE - SÃO PAULO - SAÚDE","EE. PROF. PEDRO VOSS","RUA JOSÉ DE MAGALHÃES, 477","Da 66ª à 75ª; 455ª; 613ª; ","66ª; 72ª; "
"VILA CLEMENTINO","259a. ZE - SÃO PAULO - SAÚDE","FUNDAÇÃO DORINA NOWILL PARA CEGOS","RUA DR. DIOGO DE FARIA, 558","Da 88ª à 90ª; 416ª; 589ª; ","88ª; 89ª; 90ª; 416ª; 589ª; "
"VILA CLEMENTINO","259a. ZE - SÃO PAULO - SAÚDE","LICEU PASTEUR UNIDADE MAIRINQUE","RUA MAIRINQUE, 256","Da 21ª à 35ª; Da 414ª à 415ª; 457ª; 638ª; ","21ª; 22ª; 23ª; 24ª; 25ª; 26ª; 27ª; 28ª; 29ª; 30ª; 31ª; 32ª; 457ª; 638ª; "
"VILA CONSTÂNÇA","351a. ZE - SÃO PAULO - CIDADE ADEMAR","COLÉGIO DECISÃO","RUA ANTONIO GIL, 904","732ª; 734ª; 736ª; ","734ª; "
"VILA CONSTÂNÇA","349a. ZE - SÃO PAULO - JAÇANÃ","EE. PROF. LUIZ AMARAL WAGNER","RUA DR. NICOLINO MORENA, 541","423ª; 456ª; 468ª; 487ª; 508ª; 534ª; 560ª; 598ª; 621ª; ","423ª; "
"VILA CONSTÂNÇA","351a. ZE - SÃO PAULO - CIDADE ADEMAR","EE. PROF. ZENAIDE LOPES DE OLIVEIRA GODOY","AVENIDA  CELSO DOS SANTOS, 375","Da 87ª à 97ª; 363ª; 467ª; 677ª; 697ª; 699ª; 715ª; ","87ª; "
"VILA CONSTÂNÇA","349a. ZE - SÃO PAULO - JAÇANÃ","EMEF. EDSON RODRIGUES","RUA FILADELFO GOUVEIA NETO, 131","Da 196ª à 206ª; 387ª; 398ª; 403ª; 589ª; ","589ª; "
"VILA CONSTÂNÇA","349a. ZE - SÃO PAULO - JAÇANÃ","EMEF. LOURENÇO FILHO","RUA SÃO GERALDINO, 212","Da 53ª à 66ª; 581ª; ","581ª; "
"VILA CORDEIRO","258a. ZE - SÃO PAULO - INDIANÓPOLIS","EMEF. DOUTOR JOSÉ DIAS DA SILVEIRA","RUA ROQUE PETRELLA,1054","391ª; 420ª; 435ª; 491ª; 521ª; 528ª; 559ª; ","521ª; "
"VILA CRUZ DAS ALMAS","376a. ZE - SÃO PAULO - BRASILÂNDIA","EE. DOUTOR AUGUSTO DE MACEDO COSTA","RUA CONCEIÇÃO DE JACAREÍ, 8","Da 142ª à 153ª; 333ª; 541ª; 602ª; ","541ª; "
"VILA CRUZEIRO","348a. ZE - SÃO PAULO - VILA FORMOSA","EE. CESAR MARENGO","RUA CAETANO DO AMARAL, 205","Da 162ª à 165ª; 207ª; 223ª; 238ª; 250ª; 278ª; ","278ª; "
"VILA CRUZEIRO","246a. ZE - SÃO PAULO - SANTO AMARO","EE. PLÍNIO NEGRÃO","RUA BRAGANÇA PAULISTA, 575","Da 232ª à 249ª.","232ª; "
"VILA CURUÇÁ","247a. ZE - SÃO PAULO - SÃO MIGUEL PAULISTA","EE. ENGENHEIRO PEDRO VIRIATO PARIGOT DE SOUZA","RUA BENJAMIN CAPUSSO, 6","Da 163ª à 176ª; 395ª; 421ª; 452ª; 502ª; 754ª; 770ª; 775ª; ","754ª; "
"VILA CURUÇÁ","247a. ZE - SÃO PAULO - SÃO MIGUEL PAULISTA","EE. JOSÉ BORGES ANDRADE","RUA RAINHA MARGARIDA, 20","555ª; 603ª; 618ª; 649ª; 674ª; 709ª; 721ª; 728ª; 732ª; 739ª; ","739ª; "
"VILA CURUÇÁ","247a. ZE - SÃO PAULO - SÃO MIGUEL PAULISTA","EE. SHINQUICHI AGARI","RUA JOÃO MAXIMIANO MAFRA, 6","388ª; 430ª; 437ª; 441ª; 457ª; 476ª; 492ª; 514ª; 534ª; 545ª; 571ª; 726ª; 737ª; 755ª; Da 759ª à 760ª; 762ª; ","755ª; "
"VILA CURUÇÁ","247a. ZE - SÃO PAULO - SÃO MIGUEL PAULISTA","EMEI. GRACILIANO RAMOS","RUA GUIRAPÁ, 478","Da 780ª à 781ª; 783ª; ","780ª; "
"VILA DA PAZ","280a. ZE - SÃO PAULO - CAPELA DO SOCORRO","EE. DEPUTADO AURÉLIO CAMPOS","RUA OLIMPIO DE OLIVEIRA CHALEGRE, 137","Da 510ª à 514ª; 603ª; 609ª; 716ª; 736ª; 760ª; ","514ª; "
"VILA DA PAZ","280a. ZE - SÃO PAULO - CAPELA DO SOCORRO","EMEI. DR. ALBERT SABIN","RUA JOÃO PAULO DA SILVA, 259","789ª; 815ª; 844ª; 871ª; ","789ª; "
"VILA DA SAUDE","259a. ZE - SÃO PAULO - SAÚDE","COLÉGIO ARCADIA","RUA CATULO DA PAIXÃO CEARENCE, 867","708ª.",""
"VILA DA SAUDE","259a. ZE - SÃO PAULO - SAÚDE","COLÉGIO ARCADIA-NOVO","RUA CATULO DA PAIXÃO CEARENSE, 867","635ª; 641ª; 668ª; 682ª; 691ª; ","635ª; 641ª; "
